query,target
今天下午去教务处补办学生证，没想到前面排了十几个人，站着等了足足半小时才轮到我。,校园线下杂项
排了一上午队办离校手续，结果发现材料里少盖了一个教务处的章，现在又得重新跑一趟，真是太折腾人了。,校园线下杂项
刚办完火车票学生优惠卡的资质绑定，这下可以安心抢春节回家的票了，再也不用担心优惠次数用完的问题。,校园线下杂项
今天上午去学生事务中心办理成绩单业务，接待的工作人员非常耐心热情，全程微笑服务，让我感到特别温暖舒心。,校园线下杂项
眼看着校巴最后一班车从眼前开走，只能无奈地叹了口气，拖着疲惫的步伐慢慢往宿舍方向走去。,校园线下杂项
今天在图书馆三楼的自动照相亭拍了证件照，因为早上起得太早，照片里的我顶着黑眼圈，一副没睡醒的迷糊样子。,校园线下杂项
经过两周焦急等待，我的医保卡终于在南方科技大学校医院补办成功了，这下终于可以放心预约下周的体检了。,校园线下杂项
刚提交完助学贷款申请表走出办公室，望着长长的还款计划表，顿时觉得肩上又压了一座大山，这大学四年怕是要勒紧裤腰带了。,校园线下杂项
在学校的行政事务中心自助服务区，那台证件照自助拍摄机真是太方便了，立拍立取还免费，再也不用专门请假跑外面的照相馆了，节省了不少时间和精力。,校园线下杂项
终于把毕业生登记表上那些繁琐的信息都填完了，放下笔的那刻感觉整个人都轻松了不少，再也不用反复核对各种资料了。,校园线下杂项
下午在教务办公室领到了研究生成绩单，浅灰色的牛皮纸密封袋做工精细，还印着校徽的钢印，看起来挺高级的。,校园线下杂项
今天宿舍楼下新开了个圆通快递代收点，这下再也不用跑到校门口取快递了，确实给我们省了不少时间和精力。,校园线下杂项
通过学校开设的绿色通道项目申请了学费缓缴，这下可以安心准备期末考试，不用再为筹钱发愁了。,校园线下杂项
今天路过学校的就业指导中心，看到门口放着一叠简历制作指南，就顺手拿了两本，感觉对准备秋招挺有帮助的。,校园线下杂项
去教务处打印成绩单时，刷卡器竟然重复扣了两次钱，看着手机上的余额提醒，这个月的生活费又少了一笔，真是太郁闷了。,校园线下杂项
眼看预约时间就要到了，我急匆匆跑到行政楼开留学证明，结果一时慌乱走错了窗口，排了半天队才发现是办理休学的。,校园线下杂项
在食堂充校卡时不小心输错了金额，多充了200块却退不回来，只能自认倒霉地叹了口气。,校园线下杂项
今天帮室友去学生事务中心申请换宿舍，填了五六张表格还跑了好几个办公室盖章，感觉简直像在打一个超级复杂的副本任务。,校园线下杂项
本来打算换个新手机号方便联系，结果发现学校系统修改个人资料特别麻烦，光是验证流程就要折腾好几天，真是让人头疼。,校园线下杂项
火车站购票大厅人山人海，为了办理学生优惠磁卡，我从早上八点排到下午三点，腿都站麻了，简直怀疑人生。,校园线下杂项
今天在校园事务中心办事时，看到一位女生突然蹲在地上掩面痛哭，周围的工作人员都手足无措地站着，让人看着特别揪心。,校园线下杂项
奖学金终于打到银行卡上了，看着手机上的到账通知，忍不住开心地笑出了声。,校园线下杂项
在南方科技大学新生报到那天，我急匆匆地办理入学手续，差点就把体检报告和健康证明给漏交了，幸好辅导员及时提醒才补上。,校园线下杂项
下午在运动场跑步时，无意中遇见了许久不见的学长，我们一边散步一边吐槽学校严格的宿舍门禁制度，说到激动处还忍不住大笑起来。,校园线下杂项
上周末因为临时有事错过了学校组织的征兵宣讲会，听说内容很精彩，没能参加心里总觉得有些小遗憾。,校园线下杂项
今天郑重地把就业推荐表寄给了心仪的公司，看着快递员远去的身影，突然意识到这标志着我正式告别了美好的学生时代。,校园线下杂项
今早匆匆忙忙赶去图书馆，到了门口才发现校园卡落在宿舍桌上了，只能灰溜溜地在管理员注视下转身离开，真是尴尬极了。,校园线下杂项
填写困难补助申请表时，我的手有些发抖，既为现实的窘迫感到无奈，又对即将获得的帮助心怀感激。,校园线下杂项
申请季成绩单刚密封好，突然发现还有门选修课挂科没重修，这下全都得拆开重来，简直要崩溃了。,校园线下杂项
经过多次咨询国际处和查阅官网资料，终于搞清楚申请留学签证需要准备成绩单、在读证明和录取通知书等材料了。,校园线下杂项
事务中心的自助打印机今天突然故障了，排队等了半小时才发现根本用不了，白白浪费了午休时间，真是郁闷。,校园线下杂项
今天室外温度直逼40度，热浪滚滚让人喘不过气，可偏偏还得顶着烈日去事务中心盖章，真是要命。,校园线下杂项
拿着那张烫金的毕业证书站在校门口时，四年的大学生活像走马灯般在眼前闪过，突然发现这个曾经想要逃离的地方，如今竟让人如此眷恋。,校园线下杂项
昨晚为了修改简历熬到凌晨三点，结果今早睡过头错过了九点的重要面试，真是懊恼不已。,校园线下杂项
终于赶在截止日期前完成了早八火车票优惠卡的充值，这下可以安心享受学生优惠出行了。,校园线下杂项
从三楼搬到七楼折腾了一整天，搬宿舍硬是搬断了我的老腰，换楼层这种体力活真不是闹着玩的，现在连直起身子都费劲。,校园线下杂项
今天校园快递柜爆满，下课后排了十分钟长队才取到网购的教材，队伍里都是急着拿快递的同学。,校园线下杂项
食堂刷卡机突然发出"滴滴"的提示音，低头一看校园卡余额只剩下0.5元，看来得赶紧去自助充值机充钱了。,校园线下杂项
事务中心经过重新装修后焕然一新，宽敞明亮的落地窗让整个大厅采光特别好，感觉比以前通透多了。,校园线下杂项
申请勤工助学的队伍从教务处一直排到了图书馆门口，人头攒动的场景活像春运抢票，大家都紧攥着申请表翘首以待。,校园线下杂项
刚急急忙忙把医保卡挂失完，一挂电话就发现它好端端地躺在书包夹层里，真是让人哭笑不得。,校园线下杂项
清晨七点半就赶到教务处排队领取留学考试成绩单，刺骨的寒风让人直打哆嗦，手指都冻得发麻了。,校园线下杂项
考试当天我翻遍书包口袋都找不到校园卡，眼看考场大门就要关闭，急得直跺脚，幸亏最后在裤子后兜发现了它。,校园线下杂项
今天下午经过事务中心时，发现门口支起了好几个留学咨询的摊位，不少同学围着咨询，现场气氛很是热闹。,校园线下杂项
经过半个多月的等待，社保卡终于补办到手了，这下总算不用每天跑社保局和打电话催促了，真是松了一口气。,校园线下杂项
今天特意去教务办公室询问奖学金发放的具体进度，没想到负责此事的李老师临时出差了，要下周才能回来处理相关事宜。,校园线下杂项
实验楼新装的自助照相机系统升级了，拍出来的证件照脸白得发光，同学们都在笑这美白效果太夸张了。,校园线下杂项
同学你好，我想问一下打印课程资料需要先在学校的哪个在线平台上传文件啊？是教学系统还是打印服务专用网站呢？,校园线下杂项
同学你好，请问宿舍楼下新安装的那台打印机是不是也能直接用校园卡刷卡支付打印费呢？,校园线下杂项
同学你好，我想请教一下联创打印系统的登录方式，是需要用校园学号还是个人邮箱来验证身份呢？,校园线下杂项
为了保证打印文件能按时准备好，一般需要提前多久上传到学校的打印系统比较稳妥呢？,校园线下杂项
您好，我刚把实验报告上传到系统了，请问现在能立刻去文印中心打印出来吗？,校园线下杂项
同学你好，请问你知道学校里哪栋教学楼的打印机最少人排队吗？我想找个不用等太久的地方打印资料。,校园线下杂项
同学你好，我想咨询一下联创打印系统是不是必须连接校园网才能使用？因为我在宿舍用外网一直登不上去。,校园线下杂项
急用打印机的时候发现校园卡余额不足了，这种情况该去哪里充值或者有其他解决办法吗？,校园线下杂项
如果在学校打印店不小心上传错了文件，还能在打印开始前取消这个打印任务吗？真的很着急。,校园线下杂项
同学你好，请问打印补助是直接自动充值到校园卡里的吗？需要去财务处办理相关手续吗？,校园线下杂项
同学你好，请问在教务系统上传论文终稿时，打印选项是可以自由选择黑白打印还是必须彩印呢？因为涉及到打印费用的问题想提前确认一下。,校园线下杂项
请问这台打印机是否支持A3纸张打印？我这边有几份资料需要用大一点的纸张输出。,校园线下杂项
听说学校图书馆一楼的打印机经常出故障，不知道最近使用情况怎么样，会不会影响打印资料？,校园线下杂项
宿舍楼的打印机突然坏了，紧急需要打印作业，请问可以到隔壁楼的打印室使用打印机吗？需要额外收费吗？,校园线下杂项
打印完这些实验报告后，要不要记得在实验室电脑的共享系统里把已打印的文件删除掉呀？这样其他同学用起来更方便。,校园线下杂项
请问这个系统上传文件有时间限制吗？比如是24小时都可以上传，还是只能在特定时间段内操作？,校园线下杂项
请问在图书馆的自助打印机上，可以直接用手机上传文件然后刷校园卡完成打印吗？需要下载专门的APP吗？,校园线下杂项
同学你好，请问联创打印室的打印机支持自动双面打印功能吗？具体该怎么操作设置呢？我们马上要交课程论文了，想提前了解一下。,校园线下杂项
同学你好，请问系统支持批量上传文件吗？我想一次上传十几份作业文档，不知道可不可以？,校园线下杂项
同学，我想确认一下周末学校的自助打印系统正常开放吗？不用等到周一工作日吧？我急着打印课程资料呢。,校园线下杂项
南科大纪念品专卖店,校园线下杂项
南科大有校园文化专卖店吗？,校园线下杂项
我想买南科大主题的帽子,校园线下杂项
南科大风格的茶杯你们这哪有卖？,校园线下杂项
南科大哪里可以抽烟？,校园线下杂项
oh我想抽烟你们这是不是不给抽,校园线下杂项
南科大抽烟室,校园线下杂项
学校哪里可以吸烟吗,校园线下杂项
刚买的快递到了去哪拿,校园线下杂项
学校哪里有合法吸烟的地方？,校园线下杂项
学校抽烟罚款吗,校园线下杂项
南科大的招生电话是多少？,校园线下杂项
南科大校园急救电话,校园线下杂项
打印文件要先去哪个网站上传啊？,校园线下杂项
宿舍楼下的打印机也可以直接刷卡吗？,校园线下杂项
联创打印系统登录是用学号还是邮箱呀？,校园线下杂项
打印系统要提前多久上传文件比较保险？,校园线下杂项
上传完文件可以马上去打印吗？,校园线下杂项
学校里哪栋楼的打印机最不排队？,校园线下杂项
联创打印是不是只能用校园网才能访问？,校园线下杂项
打印的时候校园卡没钱了咋办？,校园线下杂项
如果上传错了文件，可以取消打印吗？,校园线下杂项
打印补助是自动充值到校园卡里的吗？,校园线下杂项
系统上传的文件可以选黑白和彩印吗？,校园线下杂项
打印系统支持A3纸张吗？,校园线下杂项
学校图书馆一楼的打印机经常坏吗？,校园线下杂项
如果在宿舍打印机坏了，可以跨楼栋打吗？,校园线下杂项
打印完要不要记得在系统里删除文件呀？,校园线下杂项
系统上传文件有时间限制吗？,校园线下杂项
可以一台手机直接上传文件然后刷卡打印吗？,校园线下杂项
联创打印可以双面打印吗？怎么设置？,校园线下杂项
一次可以上传好多份文件一起打吗？,校园线下杂项
打印系统周末也可以用吧？不用特地等工作日吧？,校园线下杂项
篮球场需要预约才能进吗？,校园线下杂项
南科大的书院是不是都有自己的篮球队啊？能随便去试训吗？,校园线下杂项
树仁书院的团委活动多吗？感觉有点想参加但又怕太卷。,校园线下杂项
本科生分六个书院，那怎么知道自己分到了哪一个？,校园线下杂项
研究生都不分书院吗？那宿舍是怎么安排的呀？,校园线下杂项
树德书院的篮球队需要提前报名吗？临时想去还能加吗？,校园线下杂项
润扬体育馆的羽毛球馆周末要提前多久预约才不会抢不到？,校园线下杂项
湖畔那边的搏击馆一般开放到几点啊？晚上能去练拳吗？,校园线下杂项
我朋友说欣园有好几片足球场，请问都是五人制的吗？,校园线下杂项
南科大的体育场馆真的全都免费吗？不会偷偷扣校园卡吧？,校园线下杂项
教工宿舍楼下的篮球场学生能用吗？还是只有老师能打？,校园线下杂项
湖畔健身房平时人多不多啊？会不会一进去就没跑步机了？,校园线下杂项
企业微信上预约羽毛球场地有技巧吗？总是手慢抢不到。,校园线下杂项
球场预约如果爽约了会不会被拉黑名单呀？,校园线下杂项
社康中心具体位置在哪？是不是在立心路拐弯那个地方？,校园线下杂项
平时想打疫苗可以直接去社康中心吗？需要提前预约吗？,校园线下杂项
社康中心看感冒靠谱吗？还是直接建议去深大医院？,校园线下杂项
如果在校内运动崴到脚了，是直接去社康中心比较快吗？,校园线下杂项
校园里如果下大暴雨，真的可以找保安借伞吗？,校园线下杂项
考试快迟到还能叫物业帮忙用电瓶车送过去吗？,校园线下杂项
物业能帮忙叫车去医院吗？有突发情况的话。,校园线下杂项
校园便利店晚上十点以后是不是就关门了？,校园线下杂项
半夜想吃东西是不是只能靠自动贩卖机撑一撑？,校园线下杂项
校内的自动售货机支持刷校园卡吗？还是只能用微信？,校园线下杂项
便利店买的东西价格和外面超市比贵不贵啊？,校园线下杂项
听说宿舍楼下都有洗衣房，是免费的吗？不限次数用吗？,校园线下杂项
洗衣机洗鞋子也免费？真的不会洗坏吗？,校园线下杂项
烘干服务好用吗？会不会衣服都被弄皱？,校园线下杂项
洗衣房用的小程序好找吗？要提前预约吗？,校园线下杂项
如果洗衣机出故障了，能找谁维修？,校园线下杂项
南科大田径运动会一般啥时候办？可以旁听加油吗？,校园线下杂项
除了传统运动会，还有什么奇奇怪怪的趣味比赛？,校园线下杂项
攀岩比赛听起来超酷啊，没经验的新手可以报名吗？,校园线下杂项
力量举比赛女生也可以参加吗？有没有体重分组啊？,校园线下杂项
学校有正规的乒乓球联赛吗？打得好的能代表学校出赛吗？,校园线下杂项
田径运动会有奖品吗？参加趣味项目也能拿奖吗？,校园线下杂项
cs比赛是校内办的吗？怎么组队参加？,校园线下杂项
报名体育赛事是要去体育中心线下登记吗？能线上报名吗？,校园线下杂项
深大医院挂号要排队很久吗？推荐直接去吗？,校园线下杂项
招生电话网页找不到了，能直接给我个本科招生电话吗？,校园线下杂项
南科大艺术中心是干啥的？平时可以免费参观吗？,校园线下杂项
本科咨询的电话和招生电话是一个号码吗？,校园线下杂项
留学生想了解招生情况，有单独的窗口吗？,校园线下杂项
体育中心发邮件通知赛事，这个邮件是每个人都能收到的吗？,校园线下杂项
校园里发生轻微摔倒了，可以直接去找社康中心包扎吗？,校园线下杂项
物业的服务态度怎么样？急救的时候真能靠谱吗？,校园线下杂项
半夜肚子饿只能点外卖的话，外卖能送到宿舍楼下吗？,校园线下杂项
宿舍楼下自助洗衣房有专门的烘干机吗？会排队吗？,校园线下杂项
校园里的洗鞋服务是不是需要单独预约？洗完能直接拿走吗？,校园线下杂项
球场可以临时蹭打吗？比如看到别人打完了场地没人。,校园线下杂项
校园内羽毛球馆、篮球馆、排球馆是不是不同时段人流量差别特别大？,校园线下杂项
小斯你的王者水平如何？,闲聊
如何看华为有限公司股价连年上涨？,闲聊
你有没有当初中体育教授的打算？,闲聊
好好好天天乱玩梗,闲聊
直播间在线带货,闲聊
唐家三少天蚕土豆爽文男主,闲聊
支付宝余额不够了咋办,闲聊
你一天刷多久抖音啊？,闲聊
维生素b和维生素A哪个更有效,闲聊
如果有一天我老无所依请把我留在在那时光里是谁的歌歌,闲聊
早上好，我好困我真的服了我好困。,打招呼
小宝贝小斯有啥好消息最近在干啥呢,打招呼
goodmorning一日之计在于晨！,打招呼
校园助手，你叫啥,打招呼
hello，我来了。,打招呼
功能分类跟我讲讲,功能介绍
能不能用于编写程序,功能介绍
怎么命令你,功能介绍
还能用其他形式回复我吗，像语音或者图片之类的。,功能介绍
是不是只能回答我和南科大相关的问题啊？,功能介绍
开发者是不是只有一米六,开发者水印
听说这个开发牌技了得。,开发者水印
开发来自什么企业,开发者水印
可以提供开发者的联系方式以便更新吗,开发者水印
你的开发团队里有文科生吗？,开发者水印
风雨操场门口的自动贩卖机坏了，哪里的自动贩卖机离这里近,餐饮便利
我想吃水果了，请问在哪里购买品种最多,餐饮便利
请问你推荐哪个小卖部的什么食品,餐饮便利
南科大哪里有西餐,餐饮便利
我在润扬，最近的便利店在哪,餐饮便利
我要吃雪糕我去哪,餐饮便利
学校里有几个自动售货机，分别分布在什么地方,餐饮便利
巧克力豆的曲奇，能在学校超市买到吗？,餐饮便利
哪个便利店有座位啊。,餐饮便利
有面点王吗？是否有优惠政策？,餐饮便利
第一教学楼附近都有啥吃的？,餐饮便利
肯德基和校外的区别是什么？,餐饮便利
随便给我介绍个吃饭的地方，最好人均5块的我没钱,餐饮便利
哪里吃饭比较有排面？,餐饮便利
湖畔食堂的营业,餐饮便利
想找个时间把她偷偷杀了犯法吗。。。,法律
教教我怎么偷税漏税。,法律
我要问路：请问商学院在什么位置？,路线指引
我要问路：从一丹到中心食堂怎么走？,路线指引
我要问路：第一教学楼到荔园怎么走啊。。,路线指引
从南科大会议中心慢跑到润扬体育馆，路程多远？,路线指引
可以告诉我教工餐厅在哪个方位嘛。。。,路线指引
我要问路：小吃街出发怎么去林恩图书馆,路线指引
理学院离工学院多远啊，咖啡买错门店了,路线指引
我要问路：告诉我湖畔健身房怎么走啊,路线指引
我要问路：南科大的蹦床馆怎么走？是不是在腾飞运动馆？,路线指引
学校的行知图书馆在哪个位置？,路线指引
写一首诗来赞美南科大,写作指导
我发烧了，请帮我拟一封邮件来向人文课教授请假,写作指导
可以帮我梳理份毛概的期末论文大纲吗？,写作指导
写段200字以内的介绍来介绍南科大的一丹图书馆,写作指导
实验报告应该怎么写？有模板提供吗？,写作指导
田国梁教授邮箱是多少？,教师院系课程咨询
应用随机过程这课给分如何？,教师院系课程咨询
想知道计算机系主任的办公时间,教师院系课程咨询
生物系有个教授发了一篇顶刊，在哪可以看到相关信息？,教师院系课程咨询
物理系官网是多少？,教师院系课程咨询
征兵相关的工作去哪里咨询？,校园线下杂项
有健身房吗？,校园线下杂项
快递网点在哪？,校园线下杂项
研究生有几个书院？,校园线下杂项
学校哪有纪念品卖？,校园线下杂项
介绍下联创打印系统,校园线下杂项
助学贷款与困难补助怎么申请可以教一下我吗？,校园线下杂项
你好请问学校什么途径可以兑换外汇吗？,校园线下杂项
哪里可以坐校园巴士,校园线下杂项
科大最大的图书馆在哪里？,校园线下杂项
马上开学了该去哪里选课啊？,校园线上杂项
南科大官网是哪个？,校园线上杂项
能告诉我宿舍电费在哪交吗？,校园线上杂项
bb系统页面在哪进入？,校园线上杂项
南科大校园网支持翻墙吗？,校园线上杂项
请问从行政楼出来走去湖畔篮球馆，大概要绕多久啊？,路线指引
涵泳图书馆旁边是不是还有个茶水间？怎么过去不迷路？,路线指引
三教下课了，想顺路去中心食堂吃饭，应该走哪条路快点？,路线指引
南苑宿舍到松禾体育场跑步过去的话，路线好认吗？,路线指引
在润扬食堂吃完午饭，去科技楼开会要怎么走比较顺？,路线指引
走路从8栋宿舍去5号门拿快递，要穿过中心区吗？,路线指引
如果从一教走到理学院，中途能不能顺路买杯咖啡？,路线指引
风雨篮球馆和湖畔健身房之间大概要走多久啊？,路线指引
小吃街出来，想直接到学生事务中心，有没有近道？,路线指引
琳恩图书馆到行政楼是直走吗？我记得中间好像有个岔路？,路线指引
想去润扬体育馆打球，现在在中心巴士总站，要怎么走？,路线指引
一丹图书馆出来能直接走去中心便利店买点零食吗？,路线指引
立心路那边有没有近路通往五栋快递点？,路线指引
从7栋宿舍楼走去涵泳图书馆，大概要多长时间？,路线指引
涵泳图书馆出来顺路去三教上课，怎么走比较顺？,路线指引
从南门进去，最快能走到哪一栋教学楼呀？,路线指引
13栋宿舍楼走去欣园足球场，中途会不会绕很远？,路线指引
中心餐厅吃完饭，想直接去理学院找同学聊天，怎么走？,路线指引
校园北门进来，去松禾体育场要直走还是拐弯啊？,路线指引
工学院楼出来能直达润扬体育馆吗？需要多久？,路线指引
想跑步从南科大会议中心到湖畔篮球馆，路线好认吗？,路线指引
树德书院最近的小卖部在哪？顺路可以去一丹图书馆吗？,路线指引
今晚想从中心食堂走去社康中心，晚上灯光够亮吗？,路线指引
在南苑宿舍，想去5栋快递点拿件东西，要不要穿过中心区？,路线指引
琳恩图书馆和一丹图书馆中间有短路吗？走哪边快？,路线指引
从润扬食堂走去润扬羽毛球馆，需要绕操场一圈吗？,路线指引
中心巴士站下车后，想直接去涵泳图书馆，要怎么走？,路线指引
树仁书院靠近哪个校门啊？想打车出去方便点。,路线指引
涵泳图书馆外卖点在几楼附近？拿完外卖想顺路去打印。,路线指引
校巴总站附近有没有能快速走到二教的近路？,路线指引
涵泳图书馆能不能一路走到湖畔餐厅？路上有指示吗？,路线指引
涵泳图书馆和三教的相对位置大概是怎样的？,路线指引
想在南门附近打个羽毛球，怎么去润扬体育馆？,路线指引
涵泳图书馆旁边是不是有共享单车？能直接骑到中心食堂吗？,路线指引
树礼书院走去风雨排球馆，大概要穿过哪些路？,路线指引
工学院楼旁边的小广场是哪条路连着中心食堂？,路线指引
涵泳图书馆下课后，从哪边走可以直接去湖畔健身房？,路线指引
教工餐厅旁边有篮球场吗？想顺便打会球。,路线指引
5栋快递点到13栋宿舍走路要多久？拎着大箱子走累吗？,路线指引
从一教出来去三教上晚自习，中间路灯够亮吗？,路线指引
想从欣园宿舍直接穿过去琳恩图书馆，可以怎么走？,路线指引
现在在润扬食堂，想快点走去南苑宿舍，不想绕远路，怎么走？,路线指引
校园南门外面能不能骑共享电动车回来？停哪比较方便？,路线指引
涵泳图书馆出来后，顺着哪条路能最快找到校巴站？,路线指引
晚上九点想从中心食堂回湖畔宿舍，最好走哪条路安全点？,路线指引
理学院和行政楼中间有没有什么小道可以少走点路？,路线指引
涵泳图书馆和涵泳宿舍区有没有连廊可以直通？,路线指引
从中心餐厅出发想赶场去润扬健身房，中间怎么走最直？,路线指引
从小吃街走去润扬食堂，中间路上有洗手间吗？,路线指引
琳恩图书馆到二教能走小路吗？想省时间赶上课。,路线指引
小斯我现在在理学院，想去中心食堂，是不是直接沿着育才路走比较快？,路线指引
从南科大会堂出发去工程学院，是不是顺着大学路一直北上就能到？,路线指引
涵泳图书馆到宿舍区，立心路是不是最近的路线啊？,路线指引
立业路沿着走可以一路到松涛体育馆吗？中间拐弯多不多？,路线指引
中心食堂出来想去三教，是不是直接走三标路就到了？,路线指引
从三科研楼到未来广场，除了大学路，还能绕哪条路走得快一点？,路线指引
商学院门口到求真路要怎么走？中间是不是有个广场？,路线指引
南门进去走大学路，最先经过的是行政楼还是理学院啊？,路线指引
立心路是不是一路直通到宿舍区？走过去热不热？,路线指引
中心食堂想去南苑宿舍，付南南路能不能直接通过去？,路线指引
想从湖畔健身房走到风雨操场，中间能走哪条短一点的小路？,路线指引
树仁书院走到润扬体育馆，是不是最好顺着立业路一直走？,路线指引
付南南路是不是比立志路更宽敞一点？走去体育馆哪条好？,路线指引
想快速从未来广场走到一丹图书馆，沿着哪条路最顺？,路线指引
商学院去三教上课，走求真路是不是最近的？,路线指引
小斯我在宿舍区，想去松涛体育馆，立心路走过去要多久？,路线指引
行政楼出来去学生事务中心，大学路直走会不会绕远？,路线指引
一教出发去中心食堂，是不是得穿过三标路比较快？,路线指引
如果从三科研楼出发，想快点到中心湖，哪条路通得快？,路线指引
涵泳图书馆到五号门，要先走立心路再接立信路吗？,路线指引
8栋宿舍去涵泳图书馆，直接走立心路方便吗？,路线指引
树德书院出发去南科大会堂，大学路一路直走就到吗？,路线指引
工学院到中心餐厅，中间经过立德路还是明德路？,路线指引
从三教出发去润扬体育馆，顺着立业路走合理吗？,路线指引
小吃街到理学院，要走立心路还是育才路？,路线指引
润扬食堂到润扬体育馆，是不是中途要切到付南南路？,路线指引
想从南苑宿舍去未来广场，中间走未来路对吗？,路线指引
琳恩图书馆去中心校巴总站，求真路能直达吗？,路线指引
商学院旁边是不是就是立德路？走过去行政楼快不快？,路线指引
涵泳图书馆出来到宿舍区，是不是要先走立心路再转立言路？,路线指引
未来广场去中心食堂，是不是得从立德路绕到大学路？,路线指引
中心巴士站去南苑宿舍，走立心路还是立业路更好？,路线指引
立言路和求索路哪个通宿舍区更快一点啊？,路线指引
我在理学院，去五号门取快递，走立信路方便吗？,路线指引
涵泳图书馆到湖畔健身房，要不要穿立业路？,路线指引
润扬体育馆到立心路要穿过风雨操场吗？,路线指引
小斯立心路上的那几个路口，去理学院哪个最近？,路线指引
从中心食堂走立德路能直接到未来广场吗？,路线指引
想绕少一点，从工学院到理学院走育才路可以吗？,路线指引
付南南路是不是最直通南苑宿舍的一条路？,路线指引
从二教下课去欣园宿舍区，是不是顺着立业路就到了？,路线指引
校巴总站走去三教，是不是沿求真路走直线？,路线指引
琳恩图书馆出来想走到付南南路，哪条路连得上？,路线指引
立志路和立德路哪个连接中心食堂比较近？,路线指引
未来路是不是连接宿舍区和松涛体育馆的一条捷径？,路线指引
新民路是不是专门连中心食堂和风雨操场的？,路线指引
求索路是不是宿舍区里面比较偏东的一条路？,路线指引
小斯从工学院去南苑宿舍，走新民路顺吗？,路线指引
求真路两边有教学楼吗？从商学院走三教要经过吗？,路线指引
理学院去行政楼是不是最方便的就是育才路了？,路线指引
请问从一号门进来最近怎么走到行政楼呀？,路线指引
我要去润扬羽毛球馆打球，从二教出发怎么走比较快？,路线指引
润扬体育馆晚上八点还开着吗？从湖畔餐厅过去远不远？,路线指引
中心餐厅出来，去学生事务中心的路要怎么走？,路线指引
从欣园宿舍区想去一丹图书馆，最顺的路线是？,路线指引
我要在琳恩图书馆自习，请问从理学院过去大概要多久？,路线指引
第三教学楼和第二教学楼之间是不是很远？怎么走最近？,路线指引
涵泳图书馆具体在哪栋楼旁边啊？我在8栋宿舍楼。,路线指引
风雨篮球馆在润扬体育馆里面吗？入口好找吗？,路线指引
从中心食堂出发，去南科大社康中心要走多久？,路线指引
润扬健身房的位置是不是在松禾体育场旁边啊？,路线指引
我现在在学生事务中心，想去校史馆，一般怎么走？,路线指引
风雨排球馆是靠近湖畔餐厅的吗？大概怎么绕？,路线指引
想去5栋快递点取包裹，从中心巴士站怎么走？,路线指引
从中心巴士总站到五号门外卖柜最方便的路线是？,路线指引
立心路是不是直通北门的？中间会经过社康中心吗？,路线指引
我要去南科大体育中心开会，从润扬食堂怎么过去？,路线指引
从9栋宿舍楼出发，走去涵泳图书馆要多久？,路线指引
从行政楼去一丹图书馆，有没有电瓶车可以搭？,路线指引
三教下课后，去湖畔篮球馆最快的路是哪条？,路线指引
南科大风雨篮球馆和风雨排球馆离得近吗？中间要走多久？,路线指引
从中心便利店到理学院，穿哪条路最不晒？,路线指引
今天在南门，怎么最快去润扬体育馆打羽毛球？,路线指引
我要去5人制足球场训练，学校里怎么走最方便？,路线指引
13栋宿舍和欣园足球场中间有小路吗？,路线指引
社康中心距离一号门远不远？下雨天走得了吗？,路线指引
我想从南苑宿舍慢跑去松禾体育场，大概要多久？,路线指引
琳恩图书馆和一教之间要不要穿过小吃街？,路线指引
从三教出发，去风雨篮球馆要左拐还是右拐？,路线指引
涵泳图书馆出来最近能去哪栋教学楼上课？,路线指引
涵泳图书馆离宿舍区远吗？走过去会很累吗？,路线指引
工学院楼是不是靠近润扬体育馆？顺路能去？,路线指引
理学院和工学院之间是不是有校巴？步行多久？,路线指引
从湖畔宿舍出发，怎么最快到达学生事务中心？,路线指引
我要从中心食堂跑步去湖畔健身房，路线好跑吗？,路线指引
校史馆在琳恩图书馆的几楼？怎么进去？,路线指引
中心巴士站到一丹图书馆有标识吗？好找吗？,路线指引
南科大欣园的篮球场和足球场挨着吗？中间怎么过去？,路线指引
从7栋宿舍去涵泳图书馆，走大路还是小路近？,路线指引
校园北门进去后，要怎么到中心餐厅啊？,路线指引
中心食堂到润扬体育馆要爬坡吗？累不累？,路线指引
从理学院走到南苑宿舍大概要多久？,路线指引
润扬羽毛球馆入口是不是和健身房是同一个？,路线指引
湖畔餐厅和湖畔健身房哪个离湖更近？,路线指引
润扬体育馆旁边是不是还有个综合训练馆？怎么走？,路线指引
想看田径运动会，去松禾体育场的哪边入口啊？,路线指引
第一教学楼出来，最近可以买咖啡的地方在哪？,路线指引
想从二教出发去三教，要不要绕很远？,路线指引
中心餐厅到5号门走路要多久？,路线指引
13栋宿舍离中心食堂是不是有点远？,路线指引
从立心路走去社康中心会不会迷路？,路线指引
我现在在润扬食堂，怎么最快去科技楼上自习？,路线指引
风雨排球馆是不是只有湖畔这边有路过去？,路线指引
从6号门进去，怎么去学生事务中心？,路线指引
如果在涵泳图书馆上课，下课去中心食堂方便吗？,路线指引
一教和二教之间有没有直通的小道？,路线指引
琳恩图书馆去中心便利店要穿过什么路？,路线指引
想在中心食堂旁边打篮球，去哪片球场好？,路线指引
润扬体育馆旁边的松禾体育场开放吗？能直接走过去？,路线指引
一号门进来后去行政楼，顺路可以经过图书馆吗？,路线指引
涵泳图书馆旁边是不是有共享单车点？怎么走到？,路线指引
一教门口最近的打印点在哪？急用！,路线指引
